notes,code,observer,survey,depth,year,month,day,exceldate,site,transect,fixed transect,TransectMatchCode,sand,pavement,dead_coral,apalmrub,acervrub,porrub,madrub,rubble,fila_macro,dictyota,crustose,redfilalg,halimeda,Lobophora,flesh-macro,lizalgae,sp_encrust,orsponge,sp_erect,tubesponge,lizsponge,bransoft,feathsoft,sea_fan,encsoft,fire_coral,acpa,acce,poas,poco,popo,pofu,Monliz,moan,maca,agag,agsp,Agliz,decy,sisp,fafr,disp,dila,meme,cona,issi,eufa,mysp,muan,masp,dsto,hecu,maar,stin,scsp,ocul,clar,sosp,anemcolon,anemsol,Zoanthids,correl,urchin,tubeworm,oyster,hydrozoan,crinoid,other,diadema_count,% COVER TO THE RIGHT OF HERE,TOTAL#pts.,livecoral_all_cover,deadcoral_cover,acpa_cover,acce_cover,poas_cover,poco_cover,popo_cover,moan_cover,maca_cover,sand_cover,pavement_cover,sponge_all_cover,bransoft_cover,feathsoft_cover,fansoft_cover,rubble,algae_all_cover,fila_macro_cover,flesh_macro_cover,crustose_cover,montast_all_cover,decy_cover,sisp_cover,fafr_cover,disp_cover,meme_cover,cona_cover,issi_cover,eufa_cover,mysp_cover,muan_cover,masp_cover,dsto_cover,lesp_cover,maar_cover,stin_cover,scsp_cover,ocul_cover,clar_cover,sosp_cover,Anemcolon_cover,Anemsol_cover,Zoanthids_cover,agag_cover,Agsp_cover,Pofu_cover,po_branch_cover,po_massive_cover,erect_soft_cover,enc_soft_cover,fire_coral_cover,sponge_erect_cover,sponge_encrusting_cover
"reefcheck, Scrub Is=18 27.896, 64 31.503",,JH,reefcheck,30 ,2006 ,august,27,27/8,Scrub,1 ,n,reefcheck-30-2006-august-27-Scrub-1,28 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,29 ,9 ,1 ,0 ,0 ,0 ,5 ,0 ,3 ,0 ,1 ,0 ,0 ,8 ,4 ,4 ,0 ,1 ,0 ,2 ,4 ,0 ,0 ,0 ,0 ,13 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,18.18,2.48,0.00,1.65,3.31,0.00,0.00,10.74,0.83,23.14,0.00,3.31,6.61,3.31,3.31,2.48,36.36,23.97,11.57,0.83,11.57,0.00,0.83,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.31,13.22,0.00,0.826446281 ,10.92821529 ,2.479338843 
"reefcheck, Scrub Is=18 27.896, 64 31.503",,JH,reefcheck,30 ,2006 ,august,27,27/8,Scrub,2 ,n,reefcheck-30-2006-august-27-Scrub-2,18 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,22 ,24 ,1 ,0 ,0 ,0 ,4 ,0 ,3 ,0 ,0 ,0 ,0 ,12 ,3 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,22 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,119 ,21.85,3.36,0.00,0.00,0.84,0.00,0.00,18.49,0.00,15.13,0.00,2.52,10.08,2.52,1.68,0.00,42.86,18.49,23.53,0.84,18.49,0.00,0.84,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.84,14.29,0.00,0 ,12.00480192 ,2.521008403 
"reefcheck, Scrub Is=18 27.896, 64 31.503",,JH,reefcheck,30 ,2006 ,august,27,27/8,Scrub,3 ,n,reefcheck-30-2006-august-27-Scrub-3,22 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,29 ,25 ,5 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,0 ,0 ,0 ,5 ,1 ,1 ,0 ,1 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,9 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,19.17,0.00,0.00,0.00,8.33,0.00,0.00,7.50,1.67,18.33,0.00,3.33,4.17,0.83,0.83,0.83,51.67,24.17,23.33,4.17,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,8.33,5.83,0.00,0.833333333 ,4.861111111 ,3.333333333 
,,EK,main,30 ,2006 ,august,14,14/8,bigelow,1 ,n,main-30-2006-august-14-bigelow-1,29 ,0 ,1 ,0 ,0 ,0 ,0 ,11 ,12 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,6 ,0 ,4 ,2 ,11 ,8 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,3 ,3 ,0 ,1 ,0 ,0 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,16.67,0.83,0.00,0.00,2.50,0.00,0.83,2.50,2.50,24.17,0.00,13.33,3.33,1.67,9.17,9.17,15.00,10.00,4.17,0.83,5.00,0.00,4.17,0.83,0.00,0.83,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,2.50,14.17,6.67,0 ,11.80555556 ,8.333333333 
,,JH,main,30 ,2006 ,august,14,14/8,bigelow,1 ,n,main-30-2006-august-14-bigelow-1,39 ,1 ,2 ,0 ,0 ,0 ,0 ,3 ,28 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,3 ,0 ,3 ,0 ,6 ,2 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,3 ,3 ,0 ,1 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,118 ,14.41,1.69,0.00,0.00,3.39,0.00,0.00,2.54,2.54,33.05,0.85,11.02,2.54,0.00,5.08,2.54,27.12,23.73,3.39,0.00,5.08,0.00,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,3.39,7.63,1.69,0 ,6.463659868 ,8.474576271 
,,EK,main,30 ,2006 ,august,14,14/8,bigelow,2 ,n,main-30-2006-august-14-bigelow-2,30 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,4 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,12 ,0 ,9 ,6 ,9 ,7 ,1 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,5.79,0.00,0.00,0.00,3.31,0.00,0.00,1.65,0.00,24.79,0.00,15.70,7.44,4.96,7.44,16.53,9.92,3.31,6.61,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,3.31,19.83,5.79,0.826446281 ,16.39232293 ,4.958677686 
,,EK,main,30 ,2006 ,august,14,14/8,bigelow,t,y,main-30-2006-august-14-bigelow-t,29 ,1 ,5 ,0 ,0 ,0 ,0 ,15 ,6 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,10 ,0 ,3 ,4 ,4 ,3 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,2 ,5 ,1 ,1 ,0 ,0 ,4 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,119 ,19.33,4.20,0.00,0.00,2.52,0.00,0.84,1.68,4.20,24.37,0.84,15.97,2.52,3.36,3.36,12.61,10.92,5.04,4.20,1.68,5.88,0.00,3.36,0.00,0.00,1.68,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.84,0.00,0.84,2.52,9.24,2.52,0 ,7.767813008 ,7.56302521 
did not sample entire transect,,JH,main,30 ,2006 ,august,14,14/8,bigelow,t,y,main-30-2006-august-14-bigelow-t,16 ,13 ,4 ,0 ,0 ,0 ,0 ,3 ,23 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,80 ,11.25,5.00,0.00,0.00,3.75,0.00,0.00,0.00,2.50,20.00,16.25,5.00,1.25,0.00,2.50,3.75,35.00,28.75,6.25,0.00,2.50,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.00,0.00,3.75,3.75,0.00,0 ,4.6875 ,1.25 
,,EK,main,30 ,2006 ,august,11,11/8,crab,1 ,n,main-30-2006-august-11-crab-1,10 ,0 ,1 ,0 ,0 ,0 ,0 ,31 ,3 ,22 ,4 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,5 ,0 ,9 ,11 ,1 ,1 ,5 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,122 ,10.66,0.82,0.00,0.00,2.46,0.00,1.64,0.00,2.46,8.20,0.00,5.74,7.38,9.02,0.82,25.41,25.41,2.46,19.67,3.28,2.46,0.00,2.46,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,1.64,2.46,17.21,0.82,4.098360656 ,14.10911045 ,1.639344262 
,,EK,main,30 ,2006 ,august,11,11/8,crab,2 ,n,main-30-2006-august-11-crab-2,19 ,0 ,0 ,0 ,0 ,0 ,0 ,21 ,2 ,18 ,2 ,0 ,0 ,0 ,11 ,0 ,1 ,0 ,0 ,5 ,0 ,7 ,5 ,0 ,2 ,3 ,0 ,1 ,4 ,0 ,1 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,14.17,0.00,0.00,0.83,3.33,0.00,0.83,5.00,0.00,15.83,0.00,5.00,5.83,4.17,0.00,17.50,27.50,1.67,24.17,1.67,5.00,0.00,2.50,0.00,0.83,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,5.83,0.00,0.00,0.00,0.83,3.33,10.00,1.67,2.5 ,8.333333333 ,0.833333333 
,,JH,main,30 ,2006 ,august,11,11/8,crab,a,n,main-30-2006-august-11-crab-a,8 ,8 ,20 ,0 ,0 ,0 ,0 ,20 ,0 ,16 ,0 ,0 ,0 ,0 ,14 ,0 ,4 ,0 ,0 ,2 ,0 ,8 ,0 ,0 ,0 ,2 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,117 ,8.55,17.09,0.00,0.85,2.56,0.00,0.00,1.71,0.00,6.84,6.84,5.13,6.84,0.00,0.00,17.09,25.64,0.00,25.64,0.00,1.71,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.27,0.00,0.85,0.00,0.00,2.56,6.84,0.00,1.709401709 ,5.844108408 ,3.418803419 
,,JH,main,30 ,2006 ,august,11,11/8,crab,b,n,main-30-2006-august-11-crab-b,14 ,10 ,4 ,0 ,0 ,0 ,0 ,14 ,28 ,5 ,7 ,0 ,0 ,0 ,6 ,0 ,4 ,0 ,0 ,0 ,0 ,16 ,6 ,0 ,4 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,,131 ,4.58,3.05,0.00,0.00,1.53,0.00,0.00,2.29,0.00,10.69,7.63,3.05,12.21,4.58,0.00,10.69,35.11,21.37,8.40,5.34,2.29,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,0.76,3.82,0.00,0.00,0.00,0.00,1.53,16.79,3.05,0.763358779 ,12.81976575 ,3.053435115 
,,JH,main,30 ,2006 ,august,11,11/8,crab,c,n,main-30-2006-august-11-crab-c,21 ,8 ,15 ,0 ,0 ,0 ,0 ,6 ,0 ,16 ,0 ,0 ,0 ,0 ,22 ,0 ,3 ,0 ,0 ,3 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,6.67,12.50,0.00,0.83,1.67,0.00,0.00,2.50,0.83,17.50,6.67,5.00,5.00,0.00,0.00,5.00,31.67,0.00,31.67,0.00,3.33,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,1.67,5.00,1.67,1.666666667 ,4.166666667 ,2.5 
,,EK,main,30 ,2006 ,august,11,11/8,crab,t,y,main-30-2006-august-11-crab-t,8 ,0 ,3 ,0 ,0 ,0 ,0 ,26 ,12 ,19 ,7 ,0 ,0 ,0 ,4 ,0 ,2 ,0 ,0 ,4 ,0 ,13 ,5 ,0 ,0 ,2 ,0 ,1 ,3 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,122 ,9.02,2.46,0.00,0.82,2.46,0.00,0.82,1.64,0.00,6.56,0.00,4.92,10.66,4.10,0.00,21.31,34.43,9.84,18.85,5.74,1.64,0.00,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,0.00,0.00,0.00,0.82,2.46,14.75,0.00,1.639344262 ,12.09352325 ,1.639344262 
,,EK,main,30 ,2006 ,august,12,12/8,grand,1 ,n,main-30-2006-august-12-grand-1,8 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,29 ,11 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,7 ,4 ,3 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,7 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,,,121 ,12.40,0.00,0.00,0.00,0.83,0.00,0.00,2.48,5.79,6.61,1.65,7.44,5.79,3.31,2.48,0.00,38.02,4.96,23.97,9.09,8.26,0.00,1.65,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,10.74,0.00,0.00,0.00,0.00,0.83,11.57,8.26,0.826446281 ,9.562188375 ,7.438016529 
,,EK,main,30 ,2006 ,august,12,12/8,grand,2 ,n,main-30-2006-august-12-grand-2,7 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,9 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,12 ,13 ,4 ,6 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,119 ,10.08,0.00,0.00,0.00,5.04,0.00,0.00,0.00,2.52,5.88,3.36,4.20,10.08,10.92,3.36,0.84,25.21,7.56,10.92,6.72,2.52,0.00,0.84,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.36,0.00,21.01,0.00,0.00,0.00,0.00,5.04,24.37,5.04,0 ,20.47877975 ,2.521008403 
,,EK,main,30 ,2006 ,august,12,12/8,grand,t,y,main-30-2006-august-12-grand-t,2 ,4 ,1 ,0 ,0 ,0 ,0 ,1 ,4 ,25 ,14 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,12 ,11 ,4 ,4 ,1 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,1 ,9 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,,,120 ,17.50,0.83,0.00,0.00,4.17,0.00,0.00,0.83,7.50,1.67,3.33,5.00,10.00,9.17,3.33,0.83,35.83,3.33,20.83,11.67,8.33,0.00,3.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,4.17,22.50,3.33,0.833333333 ,18.75 ,3.333333333 
,,EK,main,30 ,2006 ,august,18,18/8,grand,1 ,n,main-30-2006-august-18-grand-1,4 ,11 ,0 ,0 ,0 ,0 ,0 ,3 ,6 ,11 ,21 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,0 ,0 ,6 ,5 ,2 ,8 ,1 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,1 ,10 ,0 ,1 ,0 ,0 ,5 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,21.49,0.00,0.00,0.00,4.13,0.00,0.00,0.83,8.26,3.31,9.09,8.26,4.96,4.13,1.65,2.48,31.40,4.96,9.09,17.36,9.09,0.00,4.13,0.00,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,1.65,0.00,5.79,0.00,0.83,0.00,0.00,4.13,10.74,6.61,0.826446281 ,8.87917492 ,7.438016529 
,,JH,main,30 ,2006 ,august,18,18/8,grand,1 ,n,main-30-2006-august-18-grand-1,11 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,33 ,9 ,18 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,0 ,1 ,0 ,7 ,0 ,1 ,6 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,0 ,0 ,6 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,119 ,14.29,0.84,0.00,0.00,2.52,0.00,0.00,0.00,5.04,9.24,4.20,4.20,5.88,0.00,0.84,0.00,52.10,27.73,9.24,15.13,5.04,0.00,5.04,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,0.00,0.84,0.00,0.00,2.52,6.72,5.04,0.840336134 ,5.649318551 ,3.361344538 
,,EK,main,30 ,2006 ,august,18,18/8,grand,2 ,n,main-30-2006-august-18-grand-2,4 ,16 ,0 ,0 ,0 ,0 ,0 ,1 ,7 ,17 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,0 ,15 ,11 ,2 ,3 ,3 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,3 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,119 ,15.97,0.00,0.00,0.84,4.20,0.00,0.00,0.84,4.20,3.36,13.45,5.88,12.61,9.24,1.68,0.84,22.69,5.88,14.29,2.52,5.04,0.00,2.52,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.84,0.00,0.00,0.00,2.52,0.00,9.24,0.00,0.00,0.00,0.00,4.20,23.53,2.52,2.521008403 ,19.77261493 ,3.361344538 
,,JH,main,30 ,2006 ,august,18,18/8,grand,2 ,n,main-30-2006-august-18-grand-2,6 ,45 ,2 ,0 ,0 ,0 ,0 ,0 ,15 ,21 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,14 ,0 ,1 ,1 ,2 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,4.96,1.65,0.00,0.00,3.31,0.00,0.00,0.83,0.83,4.96,37.19,1.65,11.57,0.00,0.83,0.00,31.40,12.40,17.36,1.65,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,3.31,12.40,0.83,1.652892562 ,10.24520183 ,0.826446281 
,,EK,main,30 ,2006 ,august,18,18/8,grand,t,y,main-30-2006-august-18-grand-t,3 ,6 ,0 ,0 ,0 ,0 ,0 ,2 ,6 ,19 ,18 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,0 ,8 ,6 ,2 ,4 ,0 ,0 ,0 ,4 ,1 ,1 ,2 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,20.66,0.00,0.00,0.00,4.13,0.83,2.48,0.00,5.79,2.48,4.96,7.44,6.61,4.96,1.65,1.65,35.54,4.96,15.70,14.88,5.79,0.00,2.48,0.00,3.31,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,10.74,0.00,0.00,1.65,4.13,4.96,13.22,3.31,0 ,10.92821529 ,5.785123967 
,,JH,main,30 ,2006 ,august,18,18/8,grand,t,y,main-30-2006-august-18-grand-t,0 ,8 ,2 ,0 ,0 ,0 ,0 ,0 ,33 ,17 ,5 ,0 ,0 ,0 ,7 ,0 ,7 ,0 ,0 ,1 ,0 ,10 ,0 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,14.17,1.67,0.00,0.00,5.00,0.00,0.83,0.00,3.33,0.00,6.67,6.67,8.33,0.00,0.83,0.00,51.67,27.50,20.00,4.17,3.33,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.83,5.00,9.17,0.00,0 ,7.638888889 ,5.833333333 
